date,ticker,high,low,open,prev close,close,change,% change,volume,turnover,deals,bids,offers,mktcap
2026-08-20,EABL,0,0,5710,0,5710,0.0,0.0,0,0,0,0,0,4515.3
2026-08-20,IEACLC-ETF,1370,1350,1360,1360,1360,0.0,0.0,117924,159852510,58,122760,56394,191.9
2026-08-20,JATU,0,0,270,0,270,0.0,0.0,0,0,0,60,40,5.4
2026-08-20,JHL,0,0,8650,0,8650,0.0,0.0,0,0,0,402,0,626.9
2026-08-20,KA,0,0,115,0,115,0.0,0.0,0,0,0,47,0,653.4
2026-08-20,KCB,1980,1960,1980,1970,1970,,,137171,268920160,42,26722,10915,5851.6
2026-08-20,MBP,1850,1770,1770,1790,1790,1.13,20.227,3489,6266560,33,1846,3582,53.7
2026-08-20,MCB,450,420,450,445,445,,,89518,39983190,149,14434,126401,110.1
2026-08-20,MKCB,3780,3700,3770,3740,3740,,,2280,8517850,12,2329,3359,88.1
2026-08-20,MUCOBA,455,430,450,450,450,0.0,0.0,2194,987200,27,367,3919,14.7
2026-08-20,NICO,4000,3800,4000,3910,3910,,,238233,975110350,77,1975,67299,241.0
2026-08-20,NMB,0,0,17700,0,17700,0.0,0.0,0,0,0,0,0,8850.0
2026-08-20,NMG,0,0,255,0,255,0.0,0.0,0,0,0,78,0,48.1
2026-08-20,PAL,320,300,305,315,315,3.28,10.332,5126,1603725,32,7106,28285,50.6
2026-08-20,SWALA,0,0,450,0,450,0.0,0.0,0,0,0,0,0,47.8
2026-08-20,SWIS,2640,2600,2560,2600,2600,1.56,40.56,684,1788880,22,6432,1858,93.6
2026-08-20,TBL,9900,9870,9870,9890,9890,0.2,19.78,985,9742910,24,200,92,2918.1
2026-08-20,TCC,12520,12310,12520,12520,12520,0.0,0.0,120,1500300,8,11136,72,1252.0
2026-08-20,TCCL,4000,3990,3710,4000,4000,7.82,312.8,6390,25556770,23,16256,12848,764.1
2026-08-20,TOL,1750,1700,1690,1730,1730,2.37,41.001000000000005,7047,12174900,51,19626,10629,99.5
2026-08-20,TPCC,6000,5980,6000,6000,6000,0.0,0.0,8199,49185680,44,1506,12967,1079.5
2026-08-20,TTP,490,485,500,500,500,0.0,0.0,140,68000,6,161,12533,47.5
2026-08-20,USL,0,0,30,0,30,0.0,0.0,0,0,0,25,0,11.0
2026-08-20,VERTEX-ETF,350,330,335,345,345,2.99,10.315500000000002,69343,24026135,141,12977,0,18.6
2026-08-20,VODA,1040,1010,1030,1030,1030,0.0,0.0,67243,69025960,164,36942,28255,2307.2
2026-08-20,YETU,0,0,510,0,510,0.0,0.0,0,0,0,0,0,6.2
2026-08-21,AFRIPRISE,625,610,620,620,620,0.0,0.0,85155,52669260,216,46209,41126,90.5
2026-08-21,CRDB,2710,2650,2690,2690,2690,0.0,0.0,301912,811879890,996,170488,179303,7025.9
2026-08-21,DCB,540,495,555,505,505,,,40617,20436890,178,8053,108193,96.8
2026-08-21,DSE,6570,6340,6340,6480,6480,2.21,143.208,1220,7946810,29,2589,9184,154.4
2026-08-21,EABL,0,0,5710,0,5710,0.0,0.0,0,0,0,0,0,4515.3
2026-08-21,IEACLC-ETF,1380,1360,1360,1370,1370,0.74,10.138,39790,54644290,63,182914,70797,193.3
2026-08-21,JATU,280,280,270,270,270,0.0,0.0,40,11200,3,160,0,5.4
2026-08-21,JHL,0,0,8650,0,8650,0.0,0.0,0,0,0,454,0,626.9
2026-08-21,KA,0,0,115,0,115,0.0,0.0,0,0,0,13,0,653.4
2026-08-21,KCB,1980,1960,1970,1970,1970,0.0,0.0,17060,33626880,42,37668,9282,5851.6
2026-08-21,MBP,1890,1790,1790,1840,1840,2.79,51.336000000000006,2762,5074360,26,1566,2514,55.2
2026-08-21,MCB,445,420,445,430,430,,,66461,28599045,162,37208,106312,106.3
2026-08-21,MKCB,3800,3780,3740,3790,3790,1.34,50.786,788,2987030,11,2789,2950,89.3
2026-08-21,MUCOBA,455,455,450,455,455,1.11,5.0505,894,406770,17,2674,4845,14.9
2026-08-21,NICO,3900,3730,3910,3760,3760,,,14689,55384910,93,18477,62089,231.8
2026-08-21,NMB,0,0,17700,0,17700,0.0,0.0,0,0,0,0,0,8850.0
2026-08-21,NMG,290,290,255,255,255,0.0,0.0,100,29000,2,56,0,48.1
2026-08-21,PAL,350,310,315,315,315,0.0,0.0,5802,1829760,44,7401,22835,50.6
2026-08-21,SWALA,0,0,450,0,450,0.0,0.0,0,0,0,0,0,47.8
2026-08-21,SWIS,2650,2610,2600,2610,2610,0.38,9.918,630,1651570,16,8041,1498,94.0
2026-08-21,TBL,9950,9900,9890,9900,9900,0.1,9.9,915,9062900,27,176,4,2921.1
2026-08-21,TCC,12520,12300,12520,12320,12320,,,10096,124470360,18,12481,585,1232.0
2026-08-21,TCCL,4000,3990,4000,4000,4000,0.0,0.0,929,3714700,11,16344,14260,764.1
2026-08-21,TOL,1790,1700,1730,1750,1750,1.16,20.3,21294,37301830,54,5872,10000,100.6
2026-08-21,TPCC,6000,5950,6000,5980,5980,,,6277,37525150,48,520,20769,1075.9
2026-08-21,TTP,485,470,500,475,475,,,474,226290,11,328,12327,45.2
2026-08-21,USL,0,0,30,0,30,0.0,0.0,0,0,0,33,0,11.0
2026-08-21,VERTEX-ETF,360,335,345,345,345,0.0,0.0,58785,20210380,125,12834,1205,18.6
2026-08-21,VODA,1040,1020,1030,1020,1020,,,146388,149835010,142,151866,19791,2284.8
2026-08-21,YETU,0,0,510,0,510,0.0,0.0,0,0,0,0,0,6.2
2026-08-24,AFRIPRISE,630,615,620,620,620,0.0,0.0,128569,79885770,325,48311,27603,90.5
2026-08-24,CRDB,2710,2640,2690,2680,2680,-0.37,-9.916,814692,2182963040,2170,70508,225191,6999.7
2026-08-24,DCB,540,440,505,485,485,-3.96,-19.206,42487,20705060,206,12715,34959,92.9
2026-08-24,DSE,6570,6250,6480,6360,6360,-1.85,-117.66,2374,15188790,35,1141,9252,151.5
2026-08-24,EABL,0,0,5710,0,5710,0.0,0.0,0,0,0,0,0,4515.3
2026-08-24,IEACLC-ETF,1390,1370,1370,1390,1390,1.46,20.294,158867,220698970,128,100571,25516,196.2
2026-08-24,JATU,0,0,270,0,270,0.0,0.0,0,0,0,265,0,5.4
2026-08-24,JHL,0,0,8650,0,8650,0.0,0.0,0,0,0,120,0,626.9
2026-08-24,KA,0,0,115,0,115,0.0,0.0,0,0,0,10,0,653.4
2026-08-24,KCB,1990,1970,1970,1980,1980,0.51,10.098,33467,66275810,71,31573,30668,5881.3
2026-08-24,MBP,2110,1890,1840,2070,2070,12.5,258.75,13113,27053180,61,24849,0,62.1
2026-08-24,MCB,450,405,430,420,420,-2.33,-9.786,43105,18151345,207,17949,86015,103.9
2026-08-24,MKCB,3850,3790,3790,3790,3790,0.0,0.0,3776,14320900,29,1730,1745,89.3
2026-08-24,MUCOBA,470,455,455,470,470,3.3,15.510000000000002,710,328600,20,2722,4895,15.4
2026-08-24,NICO,3900,3760,3760,3820,3820,1.6,61.120000000000005,27784,106133970,109,24030,24941,235.5
2026-08-24,NMB,1850,1850,1770,1850,1850,4.52,83.61999999999999,2301840,4258404000,1830,2037951,0,9250.0
2026-08-24,NMG,290,290,255,260,260,1.96,5.096,24,6960,3,42,33,49.0
2026-08-24,PAL,310,300,315,305,305,-3.17,-9.6685,5757,1752440,71,18155,25281,48.9
2026-08-24,SWALA,0,0,450,0,450,0.0,0.0,0,0,0,0,0,47.8
2026-08-24,SWIS,2640,2620,2610,2640,2640,1.15,30.36,1914,5045710,39,2579,1161,95.0
2026-08-24,TBL,9900,9800,9900,9880,9880,-0.2,-19.76,47365,464581320,34,66,228,2915.2
2026-08-24,TCC,12500,12300,12320,12410,12410,0.73,90.593,2354,29215500,32,11602,371,1241.0
2026-08-24,TCCL,4000,3980,4000,4000,4000,0.0,0.0,2562,10237780,22,2950,16766,764.1
2026-08-24,TOL,1830,1790,1750,1810,1810,3.43,62.083000000000006,20991,38023150,112,9675,0,104.1
2026-08-24,TPCC,5950,5890,5980,5940,5940,-0.67,-39.798,7971,47309170,52,443,13901,1068.7
2026-08-24,TTP,485,480,475,475,475,0.0,0.0,384,184670,18,368,1884,45.2
2026-08-24,USL,0,0,30,0,30,0.0,0.0,0,0,0,138,0,11.0
2026-08-24,VERTEX-ETF,360,335,345,350,350,1.45,5.074999999999999,77845,27130480,293,2001,137028,18.9
2026-08-24,VODA,1040,1020,1020,1020,1020,0.0,0.0,332317,339229740,328,180501,38931,2284.8
2026-08-24,YETU,0,0,510,0,510,0.0,0.0,0,0,0,0,0,6.2
